Rank,Title,Impact_Score,Start_Date,End_Date,Venue,Link2Conference,Link_Img
120,Embedded Network Sensor Systems,3.80,12-11-2023,16-11-2023,Istanbul,https://research.com/conference/21st-acm-conference-on-embedded-networked-sensor-systems-sensys-2023,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
121,International Conference on Multimedia Retrieval,3.80,12-06-2023,15-06-2023,Thessaloniki,https://research.com/conference/international-conference-on-multimedia-retrieval,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
122,Principles and Practice of Parallel Programming,3.80,25-02-2023,01-03-2023,"Montreal,",https://research.com/conference/principles-and-practice-of-parallel-programming-2023,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
123,European Conference on Information Retrieval,3.80,02-04-2023,06-04-2023,Dublin,https://research.com/conference/ecir-2022-european-conference-on-information-retrieval,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
124,ACM International Symposium on Mobile Ad Hoc Networking and Computing,3.70,23-10-2023,26-10-2023,Washington DC,https://research.com/conference/international-symposium-on-theory-algorithmic-foundations-and-protocol-design-for-mobile-networks-and-mobile-computing,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
125,Designing Interactive Systems,3.70,13-06-2022,17-06-2022,,https://research.com/conference/designing-interactive-systems,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
126,"Trust, Security And Privacy In Computing And Communications",3.70,01-11-2023,03-11-2023,Exeter,https://research.com/conference/22nd-ieee-international-conference-on-trust-security-and-privacy-in-computing-and-communications,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
127,Sensor and Ad Hoc Communications and Networks,3.70,11-09-2023,14-09-2023,Madrid,https://research.com/conference/20th-annual-ieee-international-conference-on-sensing-communication-and-networking-1,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
128,ACM Conference on Economics and Computation,3.70,09-07-2023,12-07-2023,London,https://research.com/conference/twenty-third-acm-conference-on-economics-and-computation,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
129,International Geoscience and Remote Sensing Symposium,3.60,17-07-2022,22-07-2022,Kuala Lumpur,https://research.com/conference/international-geoscience-and-remote-sensing-symposium-2022,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
130,European Chapter of the Association for Computational Linguistics,3.60,02-05-2023,06-05-2023,Dubrovnik,https://research.com/conference/conference-of-the-european-chapter-of-the-association-for-computational-linguistics,https://s.research.com/images/ad548ceac57a0fe4447906e5ad33864633d3e6ec-65x65.png
131,Globecom Workshops,3.60,04-12-2023,08-12-2023,Kuala Lumpur,https://research.com/conference/ieee-global-communications-conference-globecom-2023-1,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
132,International Conference on Weblogs and Social Media,3.60,06-06-2022,09-06-2022,Atlanta,https://research.com/conference/16th-international-conference-on-web-and-social-media,https://s.research.com/images/8df9bf4976c21d764a639479f9759d4daab17d42-91x65.png
133,International Conference on Biometric Engineering and Applications,3.60,21-04-2023,23-04-2023,Hangzhou,https://research.com/conference/international-conference-on-biomedical-engineering-and-applications,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
134,Field-Programmable Custom Computing Machines,3.60,15-05-2022,18-05-2022,New York City,https://research.com/conference/30th-ieee-international-symposium-on-field-programmable-custom-computing-machines,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
135,Cyber-Physical Systems,3.60,09-05-2023,12-05-2023,San Antonio,https://research.com/conference/acmieee-international-conference-on-cyber-physical-systems,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
136,"International Conference Science, Management, and Engineering",3.60,26-02-2022,27-02-2022,Bengaluru,https://research.com/conference/first-international-conference-on-advancements-in-science-management-engineering-icsme-2022,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
137,"Asilomar Conference on Signals, Systems and Computers",3.50,29-10-2023,01-11-2023,Pacific Grove,https://research.com/conference/asilomar-conference-on-signals-systems-and-computers-1,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
138,Pervasive Computing and Communications,3.50,13-03-2023,17-03-2023,Atlanta,https://research.com/conference/percom-2022-ieee-international-conference-on-pervasive-computing-and-communications21,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
139,IEEE Virtual Reality Conference,3.50,25-03-2023,29-03-2023,Shanghai,https://research.com/conference/vr-2022-ieee-conference-on-virtual-reality-and-3d-user-interfaces,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
140,International Conference on Document Analysis and Recognition,3.50,05-09-2021,10-09-2021,Lausanne,https://research.com/conference/international-conference-on-document-analysis-and-recognition,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
141,ACM Multimedia Systems,3.50,07-06-2023,10-06-2023,Vancouver,https://research.com/conference/acm-multimedia-systems-conference-4,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
142,Conference on Emerging Network Experiment and Technology,3.50,05-12-2023,08-12-2023,Paris,https://research.com/conference/conext22-conference-on-emerging-network-experiment-and-technology-2022,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
143,Symposium on Cloud Computing,3.40,08-11-2023,10-11-2023,San Francisco,https://research.com/conference/14th-acm-symposium-on-cloud-computing,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
144,Principles of Distributed Computing,3.40,19-06-2023,23-06-2023,Orlando,https://research.com/conference/acm-symposium-on-principles-of-distributed-computing,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
145,Conference on Innovative Data Systems Research,3.40,08-01-2023,11-01-2023,Amsterdam,https://research.com/conference/cidr-2022-conference-on-innovative-data-systems-research,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
146,"International Conference on Software Testing, Verification, and Validation",3.40,16-04-2023,20-04-2023,Dublin,https://research.com/conference/ieee-international-conference-on-software-testing-verification-and-validation,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
147,Symposium on Principles of Programming Languages,3.40,15-01-2023,21-03-2023,Boston,https://research.com/conference/popl-2022-acm-sigplan-sigact-symposium-on-principles-of-programming-languages-popl,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
148,Cryptographic Hardware and Embedded Systems,3.40,10-09-2023,14-09-2023,Prague,https://research.com/conference/the-annual-conference-on-cryptographic-hardware-and-embedded-systems,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
149,IEEE International Conference on Data Mining,3.30,01-12-2023,04-12-2023,Shanghai,https://research.com/conference/22nd-ieee-international-conference-on-data-mining,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
150,International Conference on Machine Learning and Applications,3.30,15-12-2023,17-12-2023,Jacksonville,https://research.com/conference/22nd-international-conference-on-machine-learning-and-applications,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
151,Business Process Management,3.30,11-09-2023,15-09-2023,Utrecht,https://research.com/conference/business-process-management-2023-conference,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
152,Odyssey: The Speaker and Language Recognition Workshop,3.30,28-06-2022,01-07-2022,Peking,https://research.com/conference/odyssey-2022-the-speaker-and-language-recognition-workshop,https://s.research.com/images/c5de2b22f1a2a19b093d3293f5b02b40600d7d2e-65x65.png
153,Pacific-Asia Conference on Knowledge Discovery and Data Mining,3.20,16-05-2022,19-05-2022,Chengdu,https://research.com/conference/26th-pacific-asia-conference-on-knowledge-discovery-and-data-mining-pakdd2022,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
154,IEEE World Forum on Internet of Things,3.20,12-10-2023,27-10-2023,Aveiro,https://research.com/conference/ieee-9th-world-forum-on-internet-of-things,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
155,International Conference on Information Fusion,3.20,04-07-2022,07-07-2022,Linköping,https://research.com/conference/25th-international-conference-on-information-fusion,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
156,International Conference on Supercomputing,3.20,27-06-2022,30-06-2022,,https://research.com/conference/acm-international-conference-on-supercomputing,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
157,Empirical Software Engineering and Measurement,3.20,23-10-2023,27-10-2023,New Orleans,https://research.com/conference/16th-acmieee-international-symposium-on-empirical-software-engineering-and-measurement,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
158,"Allerton Conference on Communication, Control, and Computing",3.20,27-09-2022,30-09-2022,Champaign,https://research.com/conference/annual-allerton-conference-on-communication-control-and-computing,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
159,High Performance Distributed Computing,3.20,16-06-2023,23-06-2023,Orlando,https://research.com/conference/international-symposium-on-high-performance-parallel-and-distributed-computing,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
160,ACM SIGACCESS Conference on Computers and Accessibility,3.20,22-10-2023,25-10-2023,New York,https://research.com/conference/25th-international-acm-sigaccess-conference-on-computers-and-accessibility,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
161,International Conference on Practice and Theory of Public-Key Cryptography,3.20,08-03-2022,11-03-2022,,https://research.com/conference/the-international-conference-on-practice-and-theory-of-public-key-cryptography,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
162,International Conference on Computational Photography,3.20,28-07-2023,30-07-2023,Madison,https://research.com/conference/international-conference-on-computational-photography-2023,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
163,"Biometrics: Theory, Applications and Systems",3.20,25-09-2023,28-09-2023,Ljubljana,https://research.com/conference/ieeeiapr-international-joint-conference-on-biometrics,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
164,Data and Application Security and Privacy,3.10,24-04-2023,26-04-2023,Charlotte,https://research.com/conference/acm-conference-on-data-and-application-security-and-privacy,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
165,International Semantic Web Conference,3.10,06-11-2023,10-11-2023,Athens,https://research.com/conference/22nd-international-semantic-web-conference,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
166,Special Interest Group on Discourse and Dialogue,3.10,11-09-2023,15-09-2023,Prague,https://research.com/conference/24th-meeting-of-the-special-interest-group-on-discourse-and-dialogue-sigdial,https://s.research.com/images/ba0d1d478baec84442b16739eb5c6203d2034df6-65x65.png
167,Conference on Advanced Information Systems Engineering,3.10,12-06-2023,16-06-2023,Zaragoza,https://research.com/conference/caise-2022-international-conference-on-advanced-information-systems-engineering35,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
168,"IEEE International Conference on Systems, Man and Cybernetics",3.00,01-10-2023,04-10-2023,Maui,https://research.com/conference/international-conference-on-systems-man-and-cybernetics,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
169,International Conference on Neural Information Processing,3.00,22-11-2022,26-11-2022,New Delhi,https://research.com/conference/the-29th-international-conference-on-neural-information-processing,https://s.research.com/images/f297f09c18b6d5693526b7f8a6a4ced475d0eb31-233x65.png
170,Extending Database Technology,3.00,28-03-2023,31-03-2023,Ioannina,https://research.com/conference/edbt-2022-international-conference-on-extending-database-technology,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
171,Ubiquitous Computing,3.00,25-09-2023,29-09-2023,Porto,https://research.com/conference/international-joint-conference-on-pervasive-and-ubiquitous-computing,https://s.research.com/images/ed141fdd22d42b70ab5330aa5a0b4a0691e326cc-188x65.png
172,International Symposium on Mixed and Augmented Reality,3.00,16-10-2023,20-10-2023,Sydney,https://research.com/conference/22nd-ieee-international-symposium-on-mixed-and-augmented-reality-ismar,https://s.research.com/images/850fdf1379b24db0097e7c2e2d1d39ae95753c10-221x65.png
